SAPSyncPlant,SapSyncAvailableRetries,SAPSyncEvent,SAPSyncTagID,SAPSyncUser,SAPSyncScanZone,id,SAPSync,ScanZone,SAPSyncErrorMessage,SAPSyncTime,serialTag,serial
7395,4,ChangeStatus,201309208726030001016AB6,root,7395_INUSE,6179,false,7395_InUse,Tag ID :201309208726030001016AB6 Not assosciated to any Equipment.,1440740023316,201309208726030001016AB6,13571191
7395,3,ChangeStatus,201309228726030001019540,root,7395_INUSE,6321,false,7395_InUse,Tag ID :201309228726030001019540 Not assosciated to any Equipment.,1438195944558,201309228726030001019540,13571194
7395,3,ChangeStatus,20130918872603000101443D,root,7395_NI,6037,false,7395_NI,Tag ID :20130918872603000101443D Not assosciated to any Equipment.,1440277859219,20130918872603000101443D,13598834
7395,4,ChangeStatus,2013091887260300010142BA,root,7395_INUSE,6199,false,7395_InUse,Tag ID :2013091887260300010142BA Not assosciated to any Equipment.,1437594430882,2013091887260300010142BA,13598855
7394,4,ChangeStatus,2013091387260300010116D4,root,7394_INUSE,11034,false,7394_InUse,Tag ID :2013091387260300010116D4 Not assosciated to any Equipment.,1442411816441,2013091387260300010116D4,13616227
7395,4,ChangeStatus,201309208726030001016EFE,root,7395_NI,6033,false,7395_NI,Tag ID :201309208726030001016EFE Not assosciated to any Equipment.,1440888211264,201309208726030001016EFE,13616742
7394,4,ChangeStatus,201309218726030001018D95,root,7394_INUSE,9568,false,7394_InUse,Tag ID :201309218726030001018D95 Not assosciated to any Equipment.,1442697604336,201309218726030001018D95,13619290
7394,4,ChangeStatus,20130918872603000101567E,root,7394_INUSE,3764,false,7394_InUse,Tag ID :20130918872603000101567E Not assosciated to any Equipment.,1439404097291,20130918872603000101567E,13626484
7440,4,ChangeStatus,201309198726030001015F06,root,7440_NI,4108,false,7440_NI,Tag ID :201309198726030001015F06 Not assosciated to any Equipment.,1436380943209,201309198726030001015F06,13630296
7440,3,ChangeStatus,2013092287260300010196C0,root,7440_NI,4132,false,7440_NI,Tag ID :2013092287260300010196C0 Not assosciated to any Equipment.,1438373569774,2013092287260300010196C0,13714740
7393,4,ChangeStatus,20130922872603000101A19B,medinaa,7393_AVAILABLE,8489,false,7393_Available,Tag ID :20130922872603000101A19B Not assosciated to any Equipment.,1441925345052,20130922872603000101A19B,13726493
7394,4,ChangeStatus,201309188726030001015620,root,7394_NI,3762,false,7394_NI,Tag ID :201309188726030001015620 Not assosciated to any Equipment.,1441236089462,201309188726030001015620,13744775
7394,4,ChangeStatus,20130920872603000101732A,root,7394_NI,4383,false,7394_NI,Tag ID :20130920872603000101732A Not assosciated to any Equipment.,1439835374375,20130920872603000101732A,13796780
7394,4,ChangeStatus,201309188726030001015605,root,7394_NI,3988,false,7394_NI,Tag ID :201309188726030001015605 Not assosciated to any Equipment.,1443050672817,201309188726030001015605,13833125
7394,4,ChangeStatus,2013091887260300010150D9,root,7394_NI,4028,false,7394_NI,Tag ID :2013091887260300010150D9 Not assosciated to any Equipment.,1443050675770,2013091887260300010150D9,13833128
7395,4,ChangeStatus,201309198726030001017C61,root,7395_NI,6057,false,7395_NI,Tag ID :201309198726030001017C61 Not assosciated to any Equipment.,1437487944002,201309198726030001017C61,13838600
7440,3,ChangeStatus,201309228726030001019CC5,root,7440_NI,4092,false,7440_NI,Tag ID :201309228726030001019CC5 Not assosciated to any Equipment.,1436045884218,201309228726030001019CC5,13957041
7395,4,ChangeStatus,20130914872603000101239B,root,7395_NI,6097,false,7395_NI,Tag ID :20130914872603000101239B Not assosciated to any Equipment.,1438016219862,20130914872603000101239B,13978556
7440,3,ChangeStatus,201309228726030001019C98,root,7440_NI,4088,false,7440_NI,Tag ID :201309228726030001019C98 Not assosciated to any Equipment.,1436045886015,201309228726030001019C98,13992674
7394,4,ChangeStatus,201309138726030001010BC2,root,7394_INUSE,11093,false,7394_InUse,Tag ID :201309138726030001010BC2 Not assosciated to any Equipment.,1442703674635,201309138726030001010BC2,14005866
7370,4,ChangeStatus,20130922872603000101A5FB,root,7370_NI,3606,false,7370_NI,Tag ID :20130922872603000101A5FB Not assosciated to any Equipment.,1442503230333,20130922872603000101A5FB,14009443
7395,3,ChangeStatus,2013091487260300010123AC,root,7395_INUSE,6098,false,7395_InUse,Tag ID :2013091487260300010123AC Not assosciated to any Equipment.,1438726130196,2013091487260300010123AC,14045609
7395,4,ChangeStatus,201309148726030001012812,root,7395_NI,6173,false,7395_NI,Tag ID :201309148726030001012812 Not assosciated to any Equipment.,1438085498500,201309148726030001012812,14045621
7395,3,ChangeStatus,2013091887260300010142C9,root,7395_NI,6045,false,7395_NI,Tag ID :2013091887260300010142C9 Not assosciated to any Equipment.,1440888740337,2013091887260300010142C9,14045622
7394,4,ChangeStatus,20130923872603000101AE78,root,7394_INUSE,10699,false,7394_InUse,Tag ID :20130923872603000101AE78 Not assosciated to any Equipment.,1442796058350,20130923872603000101AE78,14047838
7394,4,ChangeStatus,20130918872603000101510B,root,7394_NI,3711,false,7394_NI,Tag ID :20130918872603000101510B Not assosciated to any Equipment.,1438632838580,20130918872603000101510B,14137802
7394,4,ChangeStatus,201309188726030001015626,root,7394_NI,3712,false,7394_NI,Tag ID :201309188726030001015626 Not assosciated to any Equipment.,1443050684207,201309188726030001015626,14137803
7394,4,ChangeStatus,2013091887260300010155FC,root,7394_NI,3713,false,7394_NI,Tag ID :2013091887260300010155FC Not assosciated to any Equipment.,1443050670863,2013091887260300010155FC,14137807
7394,3,ChangeStatus,201309188726030001015607,root,7394_NI,3715,false,7394_NI,Tag ID :201309188726030001015607 Not assosciated to any Equipment.,1438094736762,201309188726030001015607,14137808
7394,4,ChangeStatus,2013091487260300010129D6,root,7394_INUSE,10850,false,7394_InUse,Tag ID :2013091487260300010129D6 Not assosciated to any Equipment.,1442693721607,2013091487260300010129D6,14137818
7440,4,ChangeStatus,201309198726030001015D47,root,7440_INUSE,4137,false,7440_InUse,Tag ID :201309198726030001015D47 Not assosciated to any Equipment.,1438045359617,201309198726030001015D47,14174803
7394,4,ChangeStatus,201309148726030001011B20,root,7394_NI,11115,false,7394_NI,Tag ID :201309148726030001011B20 Not assosciated to any Equipment.,1443445162368,201309148726030001011B20,14178257
7395,4,ChangeStatus,20130922872603000101947C,root,7395_INUSE,6348,false,7395_InUse,Tag ID :20130922872603000101947C Not assosciated to any Equipment.,1438080612725,20130922872603000101947C,14184553
7395,4,ChangeStatus,201309148726030001011B0C,root,7395_NI,6391,false,7395_NI,Tag ID :201309148726030001011B0C Not assosciated to any Equipment.,1440421066874,201309148726030001011B0C,14184557
7395,3,ChangeStatus,201309148726030001011AFC,root,7395_NI,6114,false,7395_NI,Tag ID :201309148726030001011AFC Not assosciated to any Equipment.,1438104327870,201309148726030001011AFC,14184558
7395,4,ChangeStatus,201309148726030001011F6F,root,7395_NI,6118,false,7395_NI,Tag ID :201309148726030001011F6F Not assosciated to any Equipment.,1438627890742,201309148726030001011F6F,14184559
7395,4,ChangeStatus,201309198726030001015D8D,root,7395_INUSE,6195,false,7395_InUse,Tag ID :201309198726030001015D8D Not assosciated to any Equipment.,1437594427350,201309198726030001015D8D,14184561
7440,4,ChangeStatus,201309228726030001019CBD,root,7440_NI,4093,false,7440_NI,Tag ID :201309228726030001019CBD Not assosciated to any Equipment.,1438464937185,201309228726030001019CBD,14191578
7394,4,ChangeStatus,20130923872603000101AEC0,root,7394_INUSE,10707,false,7394_InUse,Tag ID :20130923872603000101AEC0 Not assosciated to any Equipment.,1442411802753,20130923872603000101AEC0,14274180
7440,4,ChangeStatus,20130924872603000101C828,root,7440_NI,8473,false,7440_NI,Tag ID :20130924872603000101C828 Not assosciated to any Equipment.,1438445008255,20130924872603000101C828,14291047
7440,4,ChangeStatus,20130924872603000101CACC,root,7440_NI,8472,false,7440_NI,Tag ID :20130924872603000101CACC Not assosciated to any Equipment.,1438445009442,20130924872603000101CACC,14291128
7440,4,ChangeStatus,20130924872603000101CACE,root,7440_NI,8471,false,7440_NI,Tag ID :20130924872603000101CACE Not assosciated to any Equipment.,1438445009255,20130924872603000101CACE,14291129
7440,4,ChangeStatus,20130924872603000101C823,root,7440_NI,8470,false,7440_NI,Tag ID :20130924872603000101C823 Not assosciated to any Equipment.,1438445009630,20130924872603000101C823,14291130
7394,4,ChangeStatus,201309198726030001017BEA,root,7394_NI,4368,false,7394_NI,Tag ID :201309198726030001017BEA Not assosciated to any Equipment.,1441887983628,201309198726030001017BEA,14442842
7394,4,ChangeStatus,2013091487260300010129D8,root,7394_INUSE,10812,false,7394_InUse,Tag ID :2013091487260300010129D8 Not assosciated to any Equipment.,1442411593399,2013091487260300010129D8,14481497
7394,4,ChangeStatus,201309148726030001012A1D,root,7394_INUSE,10806,false,7394_InUse,Tag ID :201309148726030001012A1D Not assosciated to any Equipment.,1442042179934,201309148726030001012A1D,14481498
7394,4,ChangeStatus,2013091487260300010129BD,root,7394_INUSE,10809,false,7394_InUse,Tag ID :2013091487260300010129BD Not assosciated to any Equipment.,1442411808066,2013091487260300010129BD,14481518
7394,4,ChangeStatus,201309148726030001012A07,root,7394_INUSE,10810,false,7394_InUse,Tag ID :201309148726030001012A07 Not assosciated to any Equipment.,1442042180965,201309148726030001012A07,14481519
7394,4,ChangeStatus,201309148726030001012A11,root,7394_INUSE,10808,false,7394_InUse,Tag ID :201309148726030001012A11 Not assosciated to any Equipment.,1442042182887,201309148726030001012A11,14481522
7394,4,ChangeStatus,2013091487260300010129DC,root,7394_INUSE,10807,false,7394_InUse,Tag ID :2013091487260300010129DC Not assosciated to any Equipment.,1442042182527,2013091487260300010129DC,14481523
7394,4,ChangeStatus,201309148726030001012AD3,root,7394_NI,11237,false,7394_NI,Tag ID :201309148726030001012AD3 Not assosciated to any Equipment.,1442428583747,201309148726030001012AD3,14502953
7394,4,ChangeStatus,201309218726030001018D79,root,7394_NI,11233,false,7394_NI,Tag ID :201309218726030001018D79 Not assosciated to any Equipment.,1442428881100,201309218726030001018D79,14527565
7394,4,ChangeStatus,201309218726030001018D78,root,7394_NI,11236,false,7394_NI,Tag ID :201309218726030001018D78 Not assosciated to any Equipment.,1442428883803,201309218726030001018D78,14527568
7394,4,ChangeStatus,201309218726030001018DA5,root,7394_NI,11235,false,7394_NI,Tag ID :201309218726030001018DA5 Not assosciated to any Equipment.,1442428883772,201309218726030001018DA5,14527569
7394,4,ChangeStatus,201309218726030001018D70,root,7394_NI,11232,false,7394_NI,Tag ID :201309218726030001018D70 Not assosciated to any Equipment.,1442013103138,201309218726030001018D70,14527572
7394,4,ChangeStatus,2013091887260300010150A6,root,7394_INUSE,3665,false,7394_InUse,Tag ID :2013091887260300010150A6 Not assosciated to any Equipment.,1438033930869,2013091887260300010150A6,14589524
7440,4,ChangeStatus,20130924872603000101CA18,root,7440_NI,8469,false,7440_NI,Tag ID :20130924872603000101CA18 Not assosciated to any Equipment.,1438445063318,20130924872603000101CA18,14649095
7395,4,ChangeStatus,201309208726030001016B17,root,7395_INUSE,6133,false,7395_InUse,Tag ID :201309208726030001016B17 Not assosciated to any Equipment.,1437608824849,201309208726030001016B17,14670435
7394,4,ChangeStatus,20130914872603000101223C,root,7394_NI,10489,false,7394_NI,Tag ID :20130914872603000101223C Not assosciated to any Equipment.,1442428875756,20130914872603000101223C,14670440
7395,4,ChangeStatus,201309198726030001015D88,root,7395_INUSE,6161,false,7395_InUse,Tag ID :201309198726030001015D88 Not assosciated to any Equipment.,1441028117174,201309198726030001015D88,14683180
7395,4,ChangeStatus,201309218726030001019266,root,7395_INUSE,6162,false,7395_InUse,Tag ID :201309218726030001019266 Not assosciated to any Equipment.,1441028113971,201309218726030001019266,14683214
7395,4,ChangeStatus,201309148726030001011A60,root,7395_AVAILABLE,5893,false,7395_Available,Tag ID :201309148726030001011A60 Not assosciated to any Equipment.,1432050988278,201309148726030001011A60,14686082
7395,4,ChangeStatus,20130921872603000101923D,root,7395_INUSE,5866,false,7395_InUse,Tag ID :20130921872603000101923D Not assosciated to any Equipment.,1438979536254,20130921872603000101923D,14708063
7394,4,ChangeStatus,201309198726030001017C16,root,7394_NI,4367,false,7394_NI,Tag ID :201309198726030001017C16 Not assosciated to any Equipment.,1441887983550,201309198726030001017C16,14708737
7394,4,ChangeStatus,201309218726030001018DD4,root,7394_INUSE,11228,false,7394_InUse,Tag ID :201309218726030001018DD4 Not assosciated to any Equipment.,1441782260332,201309218726030001018DD4,14713097
7394,4,ChangeStatus,20130922872603000101A1AE,root,7394_INUSE,10991,false,7394_InUse,Tag ID :20130922872603000101A1AE Not assosciated to any Equipment.,1442411813785,20130922872603000101A1AE,14713112
7394,4,ChangeStatus,20130922872603000101A235,root,7394_INUSE,10993,false,7394_InUse,Tag ID :20130922872603000101A235 Not assosciated to any Equipment.,1442411816175,20130922872603000101A235,14713114
7394,4,ChangeStatus,20130922872603000101A233,root,7394_INUSE,10986,false,7394_InUse,Tag ID :20130922872603000101A233 Not assosciated to any Equipment.,1442411810769,20130922872603000101A233,14713115
7394,4,ChangeStatus,20130922872603000101A229,root,7394_INUSE,10989,false,7394_InUse,Tag ID :20130922872603000101A229 Not assosciated to any Equipment.,1442411810878,20130922872603000101A229,14713117
7394,4,ChangeStatus,20130922872603000101A232,root,7394_INUSE,10990,false,7394_InUse,Tag ID :20130922872603000101A232 Not assosciated to any Equipment.,1442411813457,20130922872603000101A232,14713144
7395,4,ChangeStatus,201309148726030001011FF2,root,7395_NI,6067,false,7395_NI,Tag ID :201309148726030001011FF2 Not assosciated to any Equipment.,1438279260779,201309148726030001011FF2,14723815
7395,4,ChangeStatus,201309148726030001011A73,root,7395_NI,6062,false,7395_NI,Tag ID :201309148726030001011A73 Not assosciated to any Equipment.,1438279263670,201309148726030001011A73,14723820
7395,4,ChangeStatus,201309148726030001011ABB,root,7395_INUSE,6059,false,7395_InUse,Tag ID :201309148726030001011ABB Not assosciated to any Equipment.,1439172840088,201309148726030001011ABB,14723823
7395,4,ChangeStatus,2013091387260300010106E8,root,7395_INUSE,5984,false,7395_InUse,Tag ID :2013091387260300010106E8 Not assosciated to any Equipment.,1439172836791,2013091387260300010106E8,14723833
7395,4,ChangeStatus,2013091387260300010106E7,root,7395_NI,5983,false,7395_NI,Tag ID :2013091387260300010106E7 Not assosciated to any Equipment.,1439868954896,2013091387260300010106E7,14723878
7395,3,ChangeStatus,201309128726030001010686,root,7395_NI,5889,false,7395_NI,Tag ID :201309128726030001010686 Not assosciated to any Equipment.,1439869410956,201309128726030001010686,14723882
7395,4,ChangeStatus,201309148726030001011AF9,root,7395_NI,6069,false,7395_NI,Tag ID :201309148726030001011AF9 Not assosciated to any Equipment.,1438279260982,201309148726030001011AF9,14723885
7395,4,ChangeStatus,201309148726030001011AB2,root,7395_INUSE,6401,false,7395_InUse,Tag ID :201309148726030001011AB2 Not assosciated to any Equipment.,1439172937781,201309148726030001011AB2,14750170
7395,4,ChangeStatus,201309198726030001015ACA,root,7395_INUSE,6462,false,7395_InUse,Tag ID :201309198726030001015ACA Not assosciated to any Equipment.,1437091927304,201309198726030001015ACA,14750178
7395,4,ChangeStatus,201309198726030001015F2F,root,7395_NI,6403,false,7395_NI,Tag ID :201309198726030001015F2F Not assosciated to any Equipment.,1441023178820,201309198726030001015F2F,14750180
7395,4,ChangeStatus,201309198726030001017C70,root,7395_INUSE,6404,false,7395_InUse,Tag ID :201309198726030001017C70 Not assosciated to any Equipment.,1440740022285,201309198726030001017C70,14750181
7395,4,ChangeStatus,2013092087260300010172F2,bupkaw,7395_AVAILABLE,5890,false,7395_Available,Tag ID :2013092087260300010172F2 Not assosciated to any Equipment.,1442408693451,2013092087260300010172F2,14750187
7395,4,ChangeStatus,2013091287260300010103B2,root,7395_INUSE,6406,false,7395_InUse,Tag ID :2013091287260300010103B2 Not assosciated to any Equipment.,1439172949061,2013091287260300010103B2,14750189
7394,4,ChangeStatus,2013091987260300010180CB,root,7394_NI,5561,false,7394_NI,Tag ID :2013091987260300010180CB Not assosciated to any Equipment.,1435738485448,2013091987260300010180CB,14750199
7395,4,ChangeStatus,201309148726030001012442,root,7395_NI,5867,false,7395_NI,Tag ID :201309148726030001012442 Not assosciated to any Equipment.,1439741524864,201309148726030001012442,14806240
7395,4,ChangeStatus,2013091487260300010119CE,root,7395_AVAILABLE,5904,false,7395_Available,Tag ID :2013091487260300010119CE Not assosciated to any Equipment.,1432050999351,2013091487260300010119CE,14806647
7394,4,ChangeStatus,20130914872603000101227C,root,7394_INUSE,10419,false,7394_InUse,Tag ID :20130914872603000101227C Not assosciated to any Equipment.,1442411581821,20130914872603000101227C,14806714
7394,4,ChangeStatus,2013091587260300010130ED,root,7394_NI,10423,false,7394_NI,Tag ID :2013091587260300010130ED Not assosciated to any Equipment.,1442434497813,2013091587260300010130ED,14806733
7370,4,ChangeStatus,20130924872603000101CCB9,root,7370_AVAILABLE,4032,false,7370_Available,Tag ID :20130924872603000101CCB9 Not assosciated to any Equipment.,1442501500548,20130924872603000101CCB9,14813114
7370,4,ChangeStatus,20130924872603000101CD0F,root,7370_AVAILABLE,4033,false,7370_Available,Tag ID :20130924872603000101CD0F Not assosciated to any Equipment.,1442501516815,20130924872603000101CD0F,14813115
7370,4,ChangeStatus,20130924872603000101CCDD,root,7370_AVAILABLE,4034,false,7370_Available,Tag ID :20130924872603000101CCDD Not assosciated to any Equipment.,1442501514111,20130924872603000101CCDD,14813116
7440,4,ChangeStatus,20130924872603000101CE4A,root,7440_NI,4035,false,7440_NI,Tag ID :20130924872603000101CE4A Not assosciated to any Equipment.,1435344671742,20130924872603000101CE4A,14813117
7370,4,ChangeStatus,20130924872603000101CD02,root,7370_AVAILABLE,4036,false,7370_Available,Tag ID :20130924872603000101CD02 Not assosciated to any Equipment.,1442501516815,20130924872603000101CD02,14813118
7440,4,ChangeStatus,20130924872603000101CCE4,root,7440_NI,4040,false,7440_NI,Tag ID :20130924872603000101CCE4 Not assosciated to any Equipment.,1435344304363,20130924872603000101CCE4,14813121
7440,4,ChangeStatus,20130924872603000101CCB8,root,7440_NI,4041,false,7440_NI,Tag ID :20130924872603000101CCB8 Not assosciated to any Equipment.,1435344185644,20130924872603000101CCB8,14813122
7370,4,ChangeStatus,20130924872603000101CDED,root,7370_AVAILABLE,4047,false,7370_Available,Tag ID :20130924872603000101CDED Not assosciated to any Equipment.,1442501503283,20130924872603000101CDED,14813143
7370,4,ChangeStatus,201309228726030001019F68,root,7370_AVAILABLE,4061,false,7370_Available,Tag ID :201309228726030001019F68 Not assosciated to any Equipment.,1442501500533,201309228726030001019F68,14813726
7394,4,ChangeStatus,201309148726030001012A38,root,7394_INUSE,10818,false,7394_InUse,Tag ID :201309148726030001012A38 Not assosciated to any Equipment.,1442040600438,201309148726030001012A38,14816394
7394,3,ChangeStatus,201309148726030001012AD1,root,7394_INUSE,4518,false,7394_InUse,Tag ID :201309148726030001012AD1 Not assosciated to any Equipment.,1438392511144,201309148726030001012AD1,14838901
7395,4,ChangeStatus,201309148726030001011AEE,root,7395_NI,6410,false,7395_NI,Tag ID :201309148726030001011AEE Not assosciated to any Equipment.,1437487113128,201309148726030001011AEE,14874769
7395,4,ChangeStatus,201309188726030001014315,root,7395_INUSE,6421,false,7395_InUse,Tag ID :201309188726030001014315 Not assosciated to any Equipment.,1437594431109,201309188726030001014315,14895922
7395,4,ChangeStatus,20130921872603000101923E,root,7395_STAGED,5855,false,7395_Staged,Tag ID :20130921872603000101923E Not assosciated to any Equipment.,1431986710565,20130921872603000101923E,14899068
7395,4,ChangeStatus,201309198726030001015D35,root,7395_STAGED,5859,false,7395_Staged,Tag ID :201309198726030001015D35 Not assosciated to any Equipment.,1431986717760,201309198726030001015D35,14899070
7395,4,ChangeStatus,201309208726030001016A56,root,7395_STAGED,5861,false,7395_Staged,Tag ID :201309208726030001016A56 Not assosciated to any Equipment.,1431986723431,201309208726030001016A56,14899071
7393,4,ChangeStatus,20130924872603000101C889,medinaa,7393_AVAILABLE,8477,false,7393_Available,Tag ID :20130924872603000101C889 Not assosciated to any Equipment.,1441925342380,20130924872603000101C889,14947161
7394,4,ChangeStatus,201309158726030001012BA9,root,7394_INUSE,10796,false,7394_InUse,Tag ID :201309158726030001012BA9 Not assosciated to any Equipment.,1442796241885,201309158726030001012BA9,14979427
7394,4,ChangeStatus,201309148726030001012A02,root,7394_INUSE,10800,false,7394_InUse,Tag ID :201309148726030001012A02 Not assosciated to any Equipment.,1442411805378,201309148726030001012A02,14979608
7394,4,ChangeStatus,201309148726030001012A23,root,7394_INUSE,10836,false,7394_InUse,Tag ID :201309148726030001012A23 Not assosciated to any Equipment.,1442700765046,201309148726030001012A23,14981272
7394,4,ChangeStatus,2013092287260300010199FD,root,7394_INUSE,10880,false,7394_InUse,Tag ID :2013092287260300010199FD Not assosciated to any Equipment.,1442040307534,2013092287260300010199FD,14984028
7394,4,ChangeStatus,2013091487260300010121F0,root,7394_NI,10910,false,7394_NI,Tag ID :2013091487260300010121F0 Not assosciated to any Equipment.,1443041519295,2013091487260300010121F0,14985389
7394,4,ChangeStatus,201309148726030001011CF5,root,7394_NI,10918,false,7394_NI,Tag ID :201309148726030001011CF5 Not assosciated to any Equipment.,1443445136102,201309148726030001011CF5,14985390
7394,4,ChangeStatus,20130922872603000101A856,root,7394_INUSE,10997,false,7394_InUse,Tag ID :20130922872603000101A856 Not assosciated to any Equipment.,1442694003745,20130922872603000101A856,14988994
7394,4,ChangeStatus,201309148726030001011A40,root,7394_INUSE,11094,false,7394_InUse,Tag ID :201309148726030001011A40 Not assosciated to any Equipment.,1442693720513,201309148726030001011A40,14991908
7394,4,ChangeStatus,201309148726030001011A0D,root,7394_NI,11116,false,7394_NI,Tag ID :201309148726030001011A0D Not assosciated to any Equipment.,1443445162571,201309148726030001011A0D,14991909
7394,4,ChangeStatus,201309218726030001018DA4,root,7394_INUSE,11225,false,7394_InUse,Tag ID :201309218726030001018DA4 Not assosciated to any Equipment.,1442699214614,201309218726030001018DA4,15013327
7394,4,ChangeStatus,000000000000000000007771,root,7394_LOCALRDREP,344,false,7394_LocalRDRep,Tag ID :000000000000000000007771 Not assosciated to any Equipment.,1433355295908,,A03005
7394,4,ChangeStatus,000000000000000000007772,root,7394_NI,345,false,7394_NI,Tag ID :000000000000000000007772 Not assosciated to any Equipment.,1433371040716,,A03006
7394,4,ChangeStatus,00000000000000000000a002,root,7394_LOCALRDREP,347,false,7394_LocalRDRep,Tag ID :00000000000000000000a002 Not assosciated to any Equipment.,1433355305375,,A03008
7395,4,ChangeStatus,C1060033320300000000F001,root,7395_MJRREPAIR,3341,false,7395_MjrRepair,Tag ID :C1060033320300000000F001 Not assosciated to any Equipment.,1438797065872,C1060033320300000000F001,FMC001
7395,4,ChangeStatus,C1060033320300000000F006,root,7395_MJRREPAIR,3346,false,7395_MjrRepair,Tag ID :C1060033320300000000F006 Not assosciated to any Equipment.,1438797065872,C1060033320300000000F006,FMC006
7395,4,ChangeStatus,C1060033320300000000F010,root,7395_MJRREPAIR,3350,false,7395_MjrRepair,Tag ID :C1060033320300000000F010 Not assosciated to any Equipment.,1438797069889,C1060033320300000000F010,FMC010
7395,4,ChangeStatus,C1060033320300000000F011,root,7395_MJRREPAIR,3351,false,7395_MjrRepair,Tag ID :C1060033320300000000F011 Not assosciated to any Equipment.,1438797069903,C1060033320300000000F011,FMC011
7395,4,ChangeStatus,C1060033320300000000F013,root,7395_MJRREPAIR,3353,false,7395_MjrRepair,Tag ID :C1060033320300000000F013 Not assosciated to any Equipment.,1438796780215,C1060033320300000000F013,FMC013
7395,4,ChangeStatus,C1060033320300000000F014,root,7395_MJRREPAIR,3354,false,7395_MjrRepair,Tag ID :C1060033320300000000F014 Not assosciated to any Equipment.,1438797073591,C1060033320300000000F014,FMC014
7395,4,ChangeStatus,C1060033320300000000F015,root,7395_MJRREPAIR,3355,false,7395_MjrRepair,Tag ID :C1060033320300000000F015 Not assosciated to any Equipment.,1438797073638,C1060033320300000000F015,FMC015
7395,4,ChangeStatus,C1060033320300000000F018,root,7395_MJRREPAIR,3358,false,7395_MjrRepair,Tag ID :C1060033320300000000F018 Not assosciated to any Equipment.,1438796778200,C1060033320300000000F018,FMC018